prelims_year,prelims_exam_stage,prelims_question_type,prelims_subject,prelims_sub_topic,prelims_keywords,prelims_difficulty_level,prelims_question_formate,prelims_current_affairs_linked,prelims_repeated_theme
2018,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Factual,Yes,No
2018,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Statement-based,No,No
2018,Prelims,Static,Science & Tech,IT,"innovation, research, applications, technology",Hard,Statement-based,No,No
2018,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Easy,Conceptual,Yes,Yes
2018,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Factual,No,No
2018,Prelims,Static,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Statement-based,Yes,Yes
2018,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Factual,No,No
2018,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Factual,No,Yes
2018,Prelims,Static,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Medium,Factual,No,Yes
2018,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Statement-based,No,No
2018,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Factual,Yes,No
2018,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Factual,No,No
2018,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Medium,Statement-based,Yes,Yes
2018,Prelims,Current,Science & Tech,Defence Tech,"innovation, research, applications, technology",Medium,Conceptual,Yes,Yes
2018,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Statement-based,Yes,Yes
2018,Prelims,Mixed,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Conceptual,No,No
2018,Prelims,Mixed,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Conceptual,No,Yes
2018,Prelims,Mixed,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,No,No
2018,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Medium,Statement-based,No,Yes
2018,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Hard,Conceptual,Yes,Yes
2018,Prelims,Current,Economy,Budget,"growth, development, policy, indicators, reforms",Medium,Factual,Yes,No
2018,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Statement-based,Yes,Yes
2018,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Medium,Conceptual,No,No
2018,Prelims,Static,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Factual,Yes,Yes
2018,Prelims,Mixed,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Statement-based,Yes,No
2018,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Hard,Conceptual,No,No
2018,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Statement-based,No,No
2018,Prelims,Current,Science & Tech,Defence Tech,"innovation, research, applications, technology",Medium,Factual,Yes,No
2018,Prelims,Static,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Statement-based,Yes,Yes
2018,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Medium,Statement-based,No,No
2018,Prelims,Static,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Medium,Statement-based,Yes,No
2018,Prelims,Current,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Statement-based,No,No
2018,Prelims,Mixed,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Easy,Conceptual,No,No
2018,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Hard,Conceptual,No,Yes
2018,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Easy,Conceptual,Yes,Yes
2018,Prelims,Static,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Conceptual,Yes,Yes
2018,Prelims,Current,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Hard,Factual,Yes,Yes
2018,Prelims,Static,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Easy,Factual,Yes,No
2018,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Statement-based,No,No
2018,Prelims,Current,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Medium,Factual,No,Yes
2018,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Statement-based,No,Yes
2018,Prelims,Current,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Medium,Conceptual,No,No
2018,Prelims,Current,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,No,Yes
2018,Prelims,Static,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Medium,Factual,No,Yes
2018,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Conceptual,No,No
2018,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Hard,Conceptual,No,Yes
2018,Prelims,Static,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Hard,Statement-based,No,No
2018,Prelims,Static,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Hard,Statement-based,Yes,Yes
2018,Prelims,Static,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Factual,No,Yes
2018,Prelims,Current,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Easy,Factual,Yes,Yes
2018,Prelims,Current,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Easy,Statement-based,No,No
2018,Prelims,Current,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Factual,Yes,Yes
2018,Prelims,Mixed,Economy,Budget,"growth, development, policy, indicators, reforms",Medium,Factual,Yes,No
2018,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Statement-based,No,No
2018,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Easy,Statement-based,Yes,Yes
2018,Prelims,Static,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Easy,Statement-based,No,No
2018,Prelims,Static,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Hard,Factual,No,No
2018,Prelims,Mixed,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Hard,Factual,Yes,No
2018,Prelims,Static,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Factual,No,No
2018,Prelims,Current,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Easy,Conceptual,Yes,No
2018,Prelims,Mixed,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Hard,Factual,No,Yes
2018,Prelims,Current,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Factual,No,Yes
2018,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Factual,No,Yes
2018,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Easy,Conceptual,Yes,No
2018,Prelims,Current,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,Yes,Yes
2018,Prelims,Current,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Medium,Conceptual,Yes,No
2018,Prelims,Current,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Factual,Yes,Yes
2018,Prelims,Static,Science & Tech,Defence Tech,"innovation, research, applications, technology",Medium,Statement-based,No,Yes
2018,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Conceptual,Yes,No
2018,Prelims,Static,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Easy,Statement-based,Yes,Yes
2018,Prelims,Static,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Medium,Factual,Yes,Yes
2018,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Hard,Statement-based,No,No
2019,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Medium,Statement-based,Yes,No
2019,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Easy,Factual,Yes,No
2019,Prelims,Mixed,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Easy,Factual,Yes,Yes
2019,Prelims,Static,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Easy,Statement-based,Yes,Yes
2019,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Conceptual,No,No
2019,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Medium,Conceptual,Yes,No
2019,Prelims,Current,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Hard,Statement-based,No,Yes
2019,Prelims,Current,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Easy,Factual,No,Yes
2019,Prelims,Mixed,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Factual,Yes,Yes
2019,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Hard,Statement-based,No,No
2019,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Conceptual,Yes,No
2019,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Conceptual,No,No
2019,Prelims,Current,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,Yes,Yes
2019,Prelims,Current,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Hard,Statement-based,No,No
2019,Prelims,Static,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Easy,Statement-based,Yes,No
2019,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Hard,Statement-based,No,Yes
2019,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Statement-based,No,Yes
2019,Prelims,Static,Economy,Budget,"growth, development, policy, indicators, reforms",Easy,Factual,Yes,No
2019,Prelims,Static,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Medium,Factual,Yes,Yes
2019,Prelims,Mixed,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,Yes,No
2019,Prelims,Current,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Easy,Statement-based,No,No
2019,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Hard,Statement-based,No,No
2019,Prelims,Mixed,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Hard,Statement-based,Yes,Yes
2019,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Easy,Conceptual,No,No
2019,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Factual,No,Yes
2019,Prelims,Static,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Easy,Statement-based,No,Yes
2019,Prelims,Mixed,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Conceptual,No,Yes
2019,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Conceptual,No,No
2019,Prelims,Static,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Easy,Statement-based,Yes,Yes
2019,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Factual,No,No
2019,Prelims,Static,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Medium,Factual,No,Yes
2019,Prelims,Static,Science & Tech,Defence Tech,"innovation, research, applications, technology",Medium,Conceptual,No,No
2019,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Factual,No,Yes
2019,Prelims,Static,Economy,Budget,"growth, development, policy, indicators, reforms",Hard,Factual,No,No
2019,Prelims,Static,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Conceptual,Yes,Yes
2019,Prelims,Current,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Hard,Statement-based,Yes,No
2019,Prelims,Current,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Hard,Factual,No,Yes
2019,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Statement-based,No,No
2019,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Factual,No,No
2019,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Factual,Yes,Yes
2019,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Conceptual,Yes,Yes
2019,Prelims,Mixed,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Easy,Statement-based,Yes,No
2019,Prelims,Mixed,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Conceptual,No,Yes
2019,Prelims,Mixed,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,No,Yes
2019,Prelims,Current,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Medium,Factual,Yes,No
2019,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Statement-based,No,No
2019,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Factual,Yes,No
2019,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Hard,Factual,No,Yes
2019,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Hard,Statement-based,Yes,Yes
2019,Prelims,Mixed,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Statement-based,Yes,No
2019,Prelims,Mixed,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Medium,Conceptual,Yes,Yes
2019,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Statement-based,No,Yes
2019,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Hard,Factual,Yes,No
2019,Prelims,Mixed,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Statement-based,No,No
2019,Prelims,Mixed,History,Art & Culture,"culture, chronology, movements, administration, society",Medium,Statement-based,Yes,Yes
2019,Prelims,Current,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Factual,No,No
2019,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Statement-based,Yes,No
2019,Prelims,Static,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Conceptual,Yes,No
2019,Prelims,Current,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Hard,Statement-based,No,No
2019,Prelims,Static,Science & Tech,Defence Tech,"innovation, research, applications, technology",Medium,Statement-based,Yes,Yes
2019,Prelims,Current,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Easy,Factual,No,No
2019,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Easy,Factual,No,No
2019,Prelims,Current,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Conceptual,Yes,No
2019,Prelims,Static,Science & Tech,Defence Tech,"innovation, research, applications, technology",Easy,Statement-based,No,No
2019,Prelims,Static,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Easy,Conceptual,No,Yes
2019,Prelims,Static,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Medium,Statement-based,Yes,Yes
2019,Prelims,Static,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Factual,No,No
2019,Prelims,Static,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Medium,Statement-based,Yes,Yes
2019,Prelims,Current,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Easy,Statement-based,No,Yes
2019,Prelims,Mixed,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Medium,Statement-based,No,No
2019,Prelims,Current,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Statement-based,Yes,No
2019,Prelims,Mixed,Economy,Budget,"growth, development, policy, indicators, reforms",Hard,Statement-based,No,No
2019,Prelims,Mixed,Economy,Budget,"growth, development, policy, indicators, reforms",Easy,Conceptual,No,No
2019,Prelims,Static,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Statement-based,No,Yes
2019,Prelims,Current,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Hard,Conceptual,Yes,No
2019,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Easy,Statement-based,No,Yes
2019,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Factual,No,Yes
2019,Prelims,Static,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Hard,Conceptual,Yes,No
2019,Prelims,Mixed,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,Yes,No
2019,Prelims,Static,Environment,Climate Change,"greenhouse gases, global warming, IPCC, carbon cycle, mitigation, adaptation, UNFCCC, Paris Agreement",Medium,Conceptual,Yes,Yes
2019,Prelims,Current,Science & Tech,IT,"innovation, research, applications, technology",Hard,Factual,No,No
2019,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Medium,Conceptual,Yes,Yes
2019,Prelims,Current,Economy,Budget,"growth, development, policy, indicators, reforms",Medium,Conceptual,Yes,No
2019,Prelims,Mixed,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Conceptual,Yes,No
2019,Prelims,Static,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Hard,Conceptual,Yes,Yes
2019,Prelims,Static,Economy,Budget,"growth, development, policy, indicators, reforms",Hard,Factual,Yes,Yes
2019,Prelims,Mixed,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Easy,Statement-based,No,Yes
2019,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,Yes,No
2019,Prelims,Current,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,Yes,Yes
2019,Prelims,Current,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Hard,Conceptual,Yes,Yes
2019,Prelims,Current,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Easy,Statement-based,Yes,No
2019,Prelims,Current,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Easy,Factual,No,Yes
2019,Prelims,Current,Polity,Fundamental Rights,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,No,Yes
2019,Prelims,Static,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Medium,Statement-based,Yes,No
2019,Prelims,Static,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,Yes,Yes
2019,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Statement-based,No,No
2019,Prelims,Mixed,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Medium,Factual,Yes,Yes
2019,Prelims,Current,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Factual,No,No
2019,Prelims,Current,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Medium,Statement-based,Yes,No
2019,Prelims,Static,Economy,Inflation,"growth, development, policy, indicators, reforms",Easy,Factual,Yes,No
2020,Prelims,Current,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Medium,Factual,Yes,No
2020,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Easy,Factual,No,No
2020,Prelims,Static,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Factual,Yes,Yes
2020,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Factual,No,No
2020,Prelims,Current,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Factual,No,Yes
2020,Prelims,Mixed,Geography,Physical Geography,"landforms, climate, resources, location, mapping",Medium,Factual,No,No
2020,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Factual,Yes,Yes
2020,Prelims,Mixed,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Medium,Factual,No,No
2020,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Medium,Conceptual,Yes,No
2020,Prelims,Current,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Statement-based,No,No
2020,Prelims,Static,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Medium,Factual,No,No
2020,Prelims,Current,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Hard,Conceptual,Yes,Yes
2020,Prelims,Static,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Conceptual,Yes,Yes
2020,Prelims,Mixed,Science & Tech,Defence Tech,"innovation, research, applications, technology",Hard,Factual,Yes,Yes
2020,Prelims,Static,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Hard,Statement-based,No,No
2020,Prelims,Current,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Hard,Statement-based,No,Yes
2020,Prelims,Static,History,Art & Culture,"culture, chronology, movements, administration, society",Hard,Factual,No,No
2020,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Conceptual,No,Yes
2020,Prelims,Mixed,History,Modern India,"freedom struggle, nationalism, colonialism, congress, mass movements, reforms",Hard,Statement-based,Yes,Yes
2020,Prelims,Static,Economy,Budget,"growth, development, policy, indicators, reforms",Easy,Factual,Yes,Yes
2020,Prelims,Mixed,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Hard,Statement-based,Yes,No
2020,Prelims,Mixed,Science & Tech,IT,"innovation, research, applications, technology",Easy,Statement-based,Yes,No
2020,Prelims,Current,Economy,Budget,"growth, development, policy, indicators, reforms",Hard,Conceptual,Yes,No
2020,Prelims,Static,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Easy,Conceptual,Yes,No
2020,Prelims,Current,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Conceptual,No,No
2020,Prelims,Mixed,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Medium,Conceptual,No,No
2020,Prelims,Mixed,Polity,Parliament,"constitution, governance, institutions, rights, democracy",Hard,Conceptual,Yes,No
2020,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Easy,Conceptual,No,Yes
2020,Prelims,Mixed,Polity,Constitutional Bodies,"constitution, governance, institutions, rights, democracy",Hard,Conceptual,No,No
2020,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Conceptual,Yes,Yes
2020,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Conceptual,Yes,No
2020,Prelims,Current,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Easy,Conceptual,Yes,Yes
2020,Prelims,Static,Economy,Banking,"growth, development, policy, indicators, reforms",Medium,Statement-based,Yes,Yes
2020,Prelims,Mixed,Economy,Banking,"growth, development, policy, indicators, reforms",Hard,Statement-based,No,No
2020,Prelims,Mixed,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Easy,Conceptual,No,No
2020,Prelims,Mixed,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Medium,Conceptual,No,No
2020,Prelims,Current,Environment,Ecology,"ecology, sustainability, conservation, biodiversity, climate change",Medium,Conceptual,No,Yes
2020,Prelims,Mixed,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Conceptual,Yes,No
2020,Prelims,Current,History,Medieval India,"delhi sultanate, mughals, administration, culture, economy",Hard,Statement-based,No,Yes
2020,Prelims,Static,History,Ancient India,"harappan civilization, vedic age, mauryas, guptas, culture",Medium,Factual,No,Yes
2020,Prelims,Static,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Medium,Statement-based,No,Yes
2020,Prelims,Static,Economy,Budget,"growth, development, policy, indicators, reforms",Easy,Statement-based,No,Yes
2020,Prelims,Mixed,Polity,Federalism,"constitution, governance, institutions, rights, democracy",Easy,Conceptual,No,No
2020,Prelims,Mixed,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Easy,Conceptual,Yes,Yes
2020,Prelims,Current,Science & Tech,Biotechnology,"genetic engineering, recombinant DNA, GM crops, cloning, vaccines, CRISPR",Hard,Conceptual,No,No
2020,Prelims,Current,Geography,World Geography,"latitude, longitude, ocean currents, climate zones, landforms, plate tectonics",Medium,Statement-based,No,No
2020,Prelims,Mixed,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Medium,Factual,No,Yes
2020,Prelims,Current,Environment,Conservation,"protected areas, national parks, wildlife sanctuaries, biosphere reserves, in-situ, ex-situ",Medium,Conceptual,Yes,Yes
2020,Prelims,Current,Economy,Fiscal Policy,"growth, development, policy, indicators, reforms",Medium,Factual,Yes,No
2020,Prelims,Current,Environment,Biodiversity,"ecosystem, species diversity, genetic diversity, biodiversity hotspots, conservation, extinction",Medium,Factual,Yes,Yes
2020,Prelims,Mixed,Science & Tech,Space Technology,"satellites, ISRO, launch vehicles, remote sensing, navigation",Easy,Statement-based,Yes,Yes
2020,Prelims,Static,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Factual,Yes,Yes
2020,Prelims,Current,Geography,Climatology,"atmospheric circulation, pressure belts, winds, precipitation, cyclones",Hard,Statement-based,No,Yes
2020,Prelims,Current,Geography,Indian Geography,"monsoon, rivers, drainage, soil types, physiography, resources",Hard,Conceptual,Yes,Yes
